Location	alt_Name	latitude	longitude	lat_long	altitude_span	altitude	SOIUSA	SOIUSA_Grande_Parte	SOIUSA_Grande_Settore	SOIUSA_Sezione	SOIUSA_Sottosezione	SOIUSA_Supergruppo	SOIUSA_Gruppo	SOIUSA_Sottogruppo	SOIUSA_Codice
Loreakopf		47.35472	10.77167	47.35472,10.77167	2000	2471	Alpi Orientali > Alpi Nord-orientali > Alpi Calcaree Nordtirolesi > Alpi della Lechtal > Gruppo del Namloser > Catena Loreakopf-Gartnerwand > Loreagruppe	Alpi Orientali	Alpi Nord-orientali	Alpi Calcaree Nordtirolesi	Alpi della Lechtal	Gruppo del Namloser	Catena Loreakopf-Gartnerwand	Loreagruppe	II/B-21.I-B.6.a
Meije		45.004722	6.308611	45.004722,6.308611	3500	3983	Alpi Occidentali > Alpi Sud-occidentali > Alpi del Delfinato > Massiccio des Écrins > Catena Meije-Râteau-Soreiller > Gruppo della Meije > Nodo della Meije	Alpi Occidentali	Alpi Sud-occidentali	Alpi del Delfinato	Massiccio des Écrins	Catena Meije-Râteau-Soreiller	Gruppo della Meije	Nodo della Meije	I/A-5.III-B.7.b
Monte Besso		46.078611	7.658333	46.078611,7.658333	3500	3667	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Weisshorn e del Cervino > Catena Weisshorn-Zinalrothorn > Gruppo Galbelhörner-Zinalrothorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Weisshorn e del Cervino	Catena Weisshorn-Zinalrothorn	Gruppo Galbelhörner-Zinalrothorn		I/B-9.II-D.7
Monte Bianco di Courmayeur		45.828889	6.869444	45.828889,6.869444	4500	4765	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Monte Bianco	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Monte Bianco	I/B-7.V-B.2.b
Monte Cancervo		45.914485	9.617734	45.914485,9.617734	1500	1835	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Bergamasche > Prealpi Bergamasche > Prealpi Bergamasche Occidentali > Gruppo Campelli-Aralalta > Gruppo dell'Aralalta	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Bergamasche	Prealpi Bergamasche	Prealpi Bergamasche Occidentali	Gruppo Campelli-Aralalta	Gruppo dell'Aralalta	II/C-29.II-A.1.b
Monte Cavallo (Prealpi Bellunesi)		46.129921	12.496912	46.129921,12.496912	2000	2251	Alpi Orientali > Alpi Sud-orientali > Prealpi Bellunesi >  > Catena Cavallo-Visentin > Gruppo del Col Nudo-Cavallo > Sottogruppo del Cavallo	Alpi Orientali	Alpi Sud-orientali	Prealpi Bellunesi		Catena Cavallo-Visentin	Gruppo del Col Nudo-Cavallo	Sottogruppo del Cavallo	II/C-32.II-B.1.b
Monte Civetta		46.3833	12.05	46.3833,12.05	3000	3220	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Zoldo > Dolomiti Settentrionali di Zoldo > Gruppo del Civetta > Dorsale del Civetta	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Zoldo	Dolomiti Settentrionali di Zoldo	Gruppo del Civetta	Dorsale del Civetta	II/C-31.II-A.3.b
Monte Collalto		46.911942	12.139978	46.911942,12.139978	3000	3436	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alpi Pusteresi > Catena delle Vedrette di Ries > Gruppo delle Vedrette di Ries > Costiera delle Vedrette di Ries	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alpi Pusteresi	Catena delle Vedrette di Ries	Gruppo delle Vedrette di Ries	Costiera delle Vedrette di Ries	II/C-17.III-A.1.b
Monte Collon		45.97639	7.50472	45.97639,7.50472	3500	3637	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Grand Combin > Catena Gelé-Collon > Catena Blanchen-Collon > Gruppo Blanchen-Collon	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Grand Combin	Catena Gelé-Collon	Catena Blanchen-Collon	Gruppo Blanchen-Collon	I/B-9.I-C.7.a
Monte Gelàs		44.125	7.389	44.125,7.389	3000	3143	Alpi Occidentali > Alpi Sud-occidentali > Alpi Marittime e Prealpi di Nizza > Alpi Marittime > Gruppo Gelas-Grand Capelet > Gruppo del Gelàs > Nodo del Gelàs	Alpi Occidentali	Alpi Sud-occidentali	Alpi Marittime e Prealpi di Nizza	Alpi Marittime	Gruppo Gelas-Grand Capelet	Gruppo del Gelàs	Nodo del Gelàs	I/A-2.1-A.4.b
Monte Leone		46.249692	8.109956	46.249692,8.109956	3500	3552	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi del Monte Leone e del San Gottardo > Catena Monte Leone-Blinnenhorn > Gruppo del Monte Leonein senso ampio > Gruppo del Monte Leonein senso stretto	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi del Monte Leone e del San Gottardo	Catena Monte Leone-Blinnenhorn	Gruppo del Monte Leonein senso ampio	Gruppo del Monte Leonein senso stretto	I/B-10.I-A.1.a
Monte Losetta		44.680319	7.063292	44.680319,7.063292	3000	3054	Alpi Occidentali > Alpi Sud-occidentali > Alpi Cozie > Alpi del Monviso > Gruppo del Monviso > Gruppo dell'Aiguillette > Sottogruppo Pic d'Asti-Monte Aiguillette	Alpi Occidentali	Alpi Sud-occidentali	Alpi Cozie	Alpi del Monviso	Gruppo del Monviso	Gruppo dell'Aiguillette	Sottogruppo Pic d'Asti-Monte Aiguillette	I/A-4.I-C.7.b
Monte Maudit		45.847778	6.875833	45.847778,6.875833	4000	4468	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Gruppo del Monte Maudit	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Gruppo del Monte Maudit	I/B-7.V-B.2.d
Monte Néry		45.71673	7.81926	45.71673,7.81926	3000	3075	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Contrafforti valdostani del Monte Rosa > Costiera Testa Grigia-Frudiera > Costiera di Frudiera	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Contrafforti valdostani del Monte Rosa	Costiera Testa Grigia-Frudiera	Costiera di Frudiera	I/B-9.III-B.5.b
Monte Nevoso (Alto Adige)		46.905556	12.084444	46.905556,12.084444	3000	3358	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alpi Pusteresi > Vedrette di Ries > Gruppo delle Vedrette di Ries > Costiera del Monte Nevoso	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alpi Pusteresi	Vedrette di Ries	Gruppo delle Vedrette di Ries	Costiera del Monte Nevoso	II/A-17.III-A.1.c
Monte Pelvoux		44.898056	6.393333	44.898056,6.393333	3500	3946	Alpi Occidentali > Alpi Sud-occidentali > Alpi del Delfinato > Massiccio des Écrins > Catena Pelvoux-Bans-Sirac > Catena Ailefroide-Pelvoux > Gruppo del Pelvoux	Alpi Occidentali	Alpi Sud-occidentali	Alpi del Delfinato	Massiccio des Écrins	Catena Pelvoux-Bans-Sirac	Catena Ailefroide-Pelvoux	Gruppo del Pelvoux	I/A-5.III-C.10.b
Monte Secco		45.932567	9.880478	45.932567,9.880478	2000	2267	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Bergamasche > Prealpi Bergamasche > Prealpi Bergamasche Centrali > Gruppo Arera-Menna > Sottogruppo dell'Arera	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Bergamasche	Prealpi Bergamasche	Prealpi Bergamasche Centrali	Gruppo Arera-Menna	Sottogruppo dell'Arera	II/C-29.II-B.5.a
Monte Terza Media		46.5408	12.6189	46.5408,12.6189	2000	2434	Alpi Orientali > Alpi Sud-orientali > Alpi Carniche e della Gail > Alpi Carniche > Alpi tolmezzine occidentali > Dolomiti Pesarine > Gruppo delle Terze	Alpi Orientali	Alpi Sud-orientali	Alpi Carniche e della Gail	Alpi Carniche	Alpi tolmezzine occidentali	Dolomiti Pesarine	Gruppo delle Terze	II/C-33.I-C.7.c
Monte Tricorno		46.378477	13.836629	46.378477,13.836629	2500	2864	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Giulie > Alpi Giulie > Catena del Tricorno > Gruppo del Tricorno > Nodo del Tricorno	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Giulie	Alpi Giulie	Catena del Tricorno	Gruppo del Tricorno	Nodo del Tricorno	II/C-34.I-E.8.a
Piccolo Paradiso		45.52548	7.267263	45.52548,7.267263	3500	3923	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Gran Paradiso-Roccia Viva > Gruppo del Gran Paradiso	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Gran Paradiso-Roccia Viva	Gruppo del Gran Paradiso	I/B-7.IV-A.2.a
Pierra Menta		45.638056	6.650833	45.638056,6.650833	2500	2714	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Beaufortain > Massiccio del Roignais > Gruppo dell'Aiguille du Grand Fond	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Beaufortain	Massiccio del Roignais	Gruppo dell'Aiguille du Grand Fond		I/B-7.VI-A.1
Piz Morteratsch		46.402778	9.901944	46.402778,9.901944	3500	3751	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Sottogruppo del Bernina	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Sottogruppo del Bernina	II/A-15.III-A.1.c
Piz Palü		46.378333	9.960556	46.378333,9.960556	3500	3901	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Gruppo del Piz Palü	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Gruppo del Piz Palü	II/A-15.III-A.1.e
Pizzo Redorta		46.061806	9.984722	46.061806,9.984722	3000	3038	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi bergamasche > Alpi Orobie > Alpi Orobie Orientali > Gruppo di Coca > Gruppo Scais-Redorta	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi bergamasche	Alpi Orobie	Alpi Orobie Orientali	Gruppo di Coca	Gruppo Scais-Redorta	II/C-29.I-A.2.b
Pizzo Zupò		46.368333	9.931111	46.368333,9.931111	3500	3995	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche occidentali > Alpi del Bernina > Catena Bernina-Scalino > Massiccio del Bernina > Gruppo dello Zupò	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche occidentali	Alpi del Bernina	Catena Bernina-Scalino	Massiccio del Bernina	Gruppo dello Zupò	II/A-15.III-A.1.d
Punta Bianca della Grivola		45.5882	7.2587	45.5882,7.2587	3500	3793	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Grivola-Gran Serra > Massiccio della Grivola	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Grivola-Gran Serra	Massiccio della Grivola	I/B-7.IV-A.3.b
Punta Carmen du Tacul		45.85455	6.89178	45.85455,6.89178	4000	4109	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Monte Bianco > Massiccio del Monte Bianco > Gruppo del Monte Bianco > Gruppo del Mont Blanc du Tacul	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Monte Bianco	Massiccio del Monte Bianco	Gruppo del Monte Bianco	Gruppo del Mont Blanc du Tacul	I/B-7.V-B.2.e
Punta di Charbonnel		45.281	7.055	45.281,7.055	3500	3760	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo del Charbonnel	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo del Charbonnel		I/B-7.I-A.3
Punta Dunant		45.936944	7.867778	45.936944,7.867778	4500	4632	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punta Giordani		45.905808	7.868142	45.905808,7.868142	4000	4046	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Punta Roncia		45.2639	6.9785	45.2639,6.9785	3500	3612	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi di Lanzo e dell'Alta Moriana > Catena Rocciamelone-Charbonnel > Gruppo Roncia-Lamet > Nodo della Punta Roncia	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi di Lanzo e dell'Alta Moriana	Catena Rocciamelone-Charbonnel	Gruppo Roncia-Lamet	Nodo della Punta Roncia	I/B-7.I-A.1.a
Punte Patrì		45.54053	7.35911	45.54053,7.35911	3500	3581	Alpi Occidentali > Alpi Nord-occidentali > Alpi Graie > Alpi del Gran Paradiso > Massiccio del Gran Paradiso > Gruppo Gran Paradiso-Roccia Viva > Gruppo Roccia Viva-Apostoli	Alpi Occidentali	Alpi Nord-occidentali	Alpi Graie	Alpi del Gran Paradiso	Massiccio del Gran Paradiso	Gruppo Gran Paradiso-Roccia Viva	Gruppo Roccia Viva-Apostoli	I/B-7.IV-A.2.b
Langkofel	Sassolungo, Saslonch	46.524722	11.735278	46.524722,11.735278	3000	3181	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Gardena e di Fassa > Dolomiti di Gardena > Gruppo del Sassolungo > Massiccio del Sassolungo	Alpi Sud-orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Gardena e di Fassa	Dolomiti di Gardena	Gruppo del Sassolungo	Massiccio del Sassolungo	II/C-31.III-A.2.a
Calanda		46.899861	9.467361	46.899861,9.467361	2500	2805	Alpi Occidentali > Alpi Nord-occidentali > Alpi Glaronesi > Alpi Glaronesi > Catena Sardona-Tamina > Calanda	Alpi Occidentali	Alpi Nord-occidentali	Alpi Glaronesi	Alpi Glaronesi	Catena Sardona-Tamina	Calanda		I/B-13.II-B.7
Serles		47.123611	11.381667	47.123611,11.381667	2500	2718	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi dello Stubai > Alpi Breonie Occidentali > Gruppo Tribulaun-Habicht > Catena Habicht-Serles	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi dello Stubai	Alpi Breonie Occidentali	Gruppo Tribulaun-Habicht	Catena Habicht-Serles	II/A-16.II-A.2.a/b
Westliche Karwendelspitze		47.43	11.298889	47.43,11.298889	2000	2385	Senza categoria								
Säntis		47.249444	9.343333	47.249444,9.343333	2500	2502	Alpi Occidentali > Alpi Nord-occidentali > Prealpi Svizzere > Prealpi di Appenzello e di San Gallo > Gruppo dell'Alpstein > Gruppo del Säntis	Alpi Occidentali	Alpi Nord-occidentali	Prealpi Svizzere	Prealpi di Appenzello e di San Gallo	Gruppo dell'Alpstein	Gruppo del Säntis		I/B-14.V-B.5
Piz Beverin		46.65255	9.35791	46.65255,9.35791	2500	2997	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi dell'Adula > Monti dello Spluga > Gruppo del Beverin	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi dell'Adula	Monti dello Spluga	Gruppo del Beverin		I/B-10.III-C.8
Grintovec		46.36911	14.53629	46.36911,14.53629	2500	2558	Alpi Orientali > Alpi Sud-orientali > Alpi di Carinzia e di Slovenia > Alpi di Kamnik e della Savinja > Catena Mrzla gora-Grintovec-Ojstrica > Gruppo del Grintovec	Alpi Orientali	Alpi Sud-orientali	Alpi di Carinzia e di Slovenia	Alpi di Kamnik e della Savinja	Catena Mrzla gora-Grintovec-Ojstrica	Gruppo del Grintovec		II/C-35.II-B.3
Mont Buet		46.025	6.8525	46.025,6.8525	3000	3096	Alpi Occidentali > Alpi Nord-occidentali > Prealpi di Savoia > Prealpi del Giffre > Catena Buet-Ruan-Dents du Midi > Gruppo del Buet > Cresta del Buet	Alpi Occidentali	Alpi Nord-occidentali	Prealpi di Savoia	Prealpi del Giffre	Catena Buet-Ruan-Dents du Midi	Gruppo del Buet	Cresta del Buet	I/B-8.II-A.1.a
Triglav		46.378333	13.836667	46.378333,13.836667	2500	2864	Alpi Orientali > Alpi Sud-orientali > Alpi e Prealpi Giulie > Alpi Giulie > Catena del Tricorno > Gruppo del Tricorno > Nodo del Tricorno	Alpi Orientali	Alpi Sud-orientali	Alpi e Prealpi Giulie	Alpi Giulie	Catena del Tricorno	Gruppo del Tricorno	Nodo del Tricorno	II/C-34.I-E.8.a
Sulzfluh		47.012611	9.839361	47.012611,9.839361	2500	2817	Senza categoria								
Scopi		46.571667	8.83	46.571667,8.83	3000	3190	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi dell'Adula > Catena Medel-Terri > Gruppo Medel-Scopi > Gruppo dello Scopi	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi dell'Adula	Catena Medel-Terri	Gruppo Medel-Scopi	Gruppo dello Scopi	I/B-10.III-A.1.a
Rheinwaldhorn		46.493611	9.04	46.493611,9.04	3000	3402	Alpi Occidentali > Alpi Nord-occidentali > Alpi Lepontine > Alpi dell'Adula > Gruppo dell'Adula > Gruppo dell'Adula > Catena centrale dell'Adula	Alpi Occidentali	Alpi Nord-occidentali	Alpi Lepontine	Alpi dell'Adula	Gruppo dell'Adula	Gruppo dell'Adula	Catena centrale dell'Adula	I/B-10.III-B.3.a
Oberalpstock		46.742528	8.769472	46.742528,8.769472	3000	3328	Alpi Occidentali > Alpi Nord-occidentali > Alpi Glaronesi > Alpi Urano-Glaronesi > Catena dell'Oberalpstock-Clariden-Schärhorn > Gruppo dell'Oberalpstock > Catena del Düssi-Oberalpstock	Alpi Occidentali	Alpi Nord-occidentali	Alpi Glaronesi	Alpi Urano-Glaronesi	Catena dell'Oberalpstock-Clariden-Schärhorn	Gruppo dell'Oberalpstock	Catena del Düssi-Oberalpstock	I/B-13.I-A.1.d
Klein Matterhorn	Piccolo Cervino, Petit Cervin	45.938333	7.729722	45.938333,7.729722	3500	3778	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Catena Breithorn-Lyskamm	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Catena Breithorn-Lyskamm		I/B-9.III-A.1
Großes Wiesbachhorn		47.156944	12.755	47.156944,12.755	3500	3564	Senza categoria								
Kleinglockner		47.073889	12.696111	47.073889,12.696111	3500	3770	Senza categoria								
Ortler		46.508889	10.545	46.508889,10.545	1500	1953	Alpi Orientali > Alpi Sud-orientali > Alpi Retiche meridionali > Alpi dell'Ortles > Gruppo Ortles-Cevedale > Gruppo dell'Ortles > Gruppo Ortles-Gran Zebrù	Alpi Orientali	Alpi Sud-orientali	Alpi Retiche meridionali	Alpi dell'Ortles	Gruppo Ortles-Cevedale	Gruppo dell'Ortles	Gruppo Ortles-Gran Zebrù	II/C-28.I-A.1.c
Torstein		47.475278	13.606389	47.475278,13.606389	2500	2995	Alpi Orientali > Alpi Nord-orientali > Alpi del Salzkammergut e dell'Alta Austria > Monti del Dachstein > Gruppo del Dachstein > Gruppo del Dachstein > Dachsteinhauptkamm	Alpi Orientali	Alpi Nord-orientali	Alpi del Salzkammergut e dell'Alta Austria	Monti del Dachstein	Gruppo del Dachstein	Gruppo del Dachstein	Dachsteinhauptkamm	II/B-25.I-B.3.b
Zumsteinspitze	Punta Zumstein	45.931944	7.871389	45.931944,7.871389	4500	4563	Alpi Occidentali > Alpi Nord-occidentali > Alpi Pennine > Alpi del Monte Rosa > Gruppo del Monte Rosa > Massiccio del Monte Rosa	Alpi Occidentali	Alpi Nord-occidentali	Alpi Pennine	Alpi del Monte Rosa	Gruppo del Monte Rosa	Massiccio del Monte Rosa		I/B-9.III-A.2
Schalfkogel		46.801667	10.959167	46.801667,10.959167	3500	3540	Senza categoria								
Fernerkogel	Lisenser Fernerkogel	47.083333	11.1	47.083333,11.1	3000	3298	Senza categoria								
Habicht		47.043611	11.289444	47.043611,11.289444	3000	3277	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi dello Stubai > Alpi Breonie Occidentali > Gruppo Tribulaun-Habicht > Catena Habicht-Serles	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi dello Stubai	Alpi Breonie Occidentali	Gruppo Tribulaun-Habicht	Catena Habicht-Serles	II/A-16.II-A.2.a/a
Großer Löffler		47.0325	11.915556	47.0325,11.915556	3000	3379	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alpi della Zillertal > Gruppo del Gran Pilastro > Catena Gran Pilastro-Punta di Valle	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alpi della Zillertal	Gruppo del Gran Pilastro	Catena Gran Pilastro-Punta di Valle		II/A-17.I-B.3
Weißkugel	Weisskugel, Palla Bianca	46.797778	10.726389	46.797778,10.726389	3500	3739	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi Venoste > Alpi Venoste Orientali > Gruppo della Palla Bianca > Nodo della Palla Bianca	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi Venoste	Alpi Venoste Orientali	Gruppo della Palla Bianca	Nodo della Palla Bianca	II/A-16.I-A.2.e
Schrammacher		47.026944	11.642778	47.026944,11.642778	3000	3410	Alpi Orientali > Alpi Centro-orientali > Alpi dei Tauri occidentali > Alpi della Zillertal > Alpi Breonie Orientali > Gruppo dell'Olperer	Alpi Orientali	Alpi Centro-orientali	Alpi dei Tauri occidentali	Alpi della Zillertal	Alpi Breonie Orientali	Gruppo dell'Olperer		II/A-17.I-A.2
Zuckerhütl	Pan di Zucchero	46.961667	11.153611	46.961667,11.153611	3500	3507	Alpi Orientali > Alpi Centro-orientali > Alpi Retiche orientali > Alpi dello Stubai > Alpi Breonie Occidentali > Gruppo di Ridanna > Gruppo del Pan di Zucchero i.s.a.	Alpi Orientali	Alpi Centro-orientali	Alpi Retiche orientali	Alpi dello Stubai	Alpi Breonie Occidentali	Gruppo di Ridanna	Gruppo del Pan di Zucchero i.s.a.	II/A-16.II-A.1.a/b
Wannenhorn	Gross Wannenhorn	46.493823	8.097136	46.493823,8.097136	3500	3906	Alpi Occidentali > Alpi Nord-occidentali > Alpi Bernesi > Alpi Bernesi > Catena Jungfrau-Fiescherhorn > Gruppo Wannenhorn-Eggishorn > Gruppo vallese del Fiescherhorn-Wannenhorn	Alpi Occidentali	Alpi Nord-occidentali	Alpi Bernesi	Alpi Bernesi	Catena Jungfrau-Fiescherhorn	Gruppo Wannenhorn-Eggishorn	Gruppo vallese del Fiescherhorn-Wannenhorn	I/B-12.II-B.5.a
Cima Ovest (Tre Cime di Lavaredo)	Westliche Zinne	46.6187691	12.2972332	46.6187691,12.2972332	2500	2973	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti di Sesto > Gruppo delle Tre Cime di Lavaredo	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti di Sesto	Gruppo delle Tre Cime di Lavaredo		II/C-31.I-A.4
Cima Piccola (Tre Cime di Lavaredo)	Kleine Zinne	46.619391	12.3061256	46.619391,12.3061256	2500	2857	Alpi Orientali > Alpi Sud-orientali > Dolomiti > Dolomiti di Sesto, di Braies e d'Ampezzo > Dolomiti di Sesto > Gruppo delle Tre Cime di Lavaredo	Alpi Orientali	Alpi Sud-orientali	Dolomiti	Dolomiti di Sesto, di Braies e d'Ampezzo	Dolomiti di Sesto	Gruppo delle Tre Cime di Lavaredo		II/C-31.I-A.4
